id,from_stop,to_stop,distance_km,mean_travel_time,std_travel_time,p50_time,p90_time,p95_time,traffic_condition,lognormal_mu,lognormal_sigma
S037_S053,S037,S053,8.623,24.73,8.54,23.38,35.95,40.6,heavy,3.1518,0.3356
S053_S037,S053,S037,8.623,23.65,8.38,22.29,34.64,39.24,heavy,3.1041,0.3439
S037_S055,S037,S055,6.518,7.97,1.88,7.76,10.45,11.37,light,2.049,0.2324
S055_S037,S055,S037,6.518,8.48,1.99,8.25,11.11,12.08,light,2.1103,0.2318
S037_S056,S037,S056,12.187,24.21,5.41,23.62,31.35,33.97,heavy,3.1623,0.2208
S056_S037,S056,S037,12.187,26.14,5.4,25.6,33.27,35.83,heavy,3.2425,0.2045
S037_S057,S037,S057,2.551,5.4,1.28,5.25,7.09,7.72,light,1.6587,0.2344
S057_S037,S057,S037,2.551,5.07,1.26,4.92,6.73,7.35,light,1.5935,0.244
S037_S058,S037,S058,10.13,16.93,5.85,16.0,24.61,27.8,normal,2.7727,0.3358
S058_S037,S058,S037,10.13,18.08,6.41,17.04,26.49,30.01,normal,2.8358,0.344
S037_S060,S037,S060,15.605,40.19,13.87,38.0,58.41,65.97,normal,3.6375,0.3354
S060_S037,S060,S037,15.605,38.27,14.82,35.68,57.63,66.01,normal,3.5747,0.3739
S037_S062,S037,S062,1.158,3.12,0.61,3.06,3.93,4.22,heavy,1.1185,0.1947
S062_S037,S062,S037,1.158,3.23,0.59,3.18,4.0,4.27,heavy,1.1567,0.1799
S037_S063,S037,S063,12.993,21.49,5.73,20.77,29.05,31.95,normal,3.0335,0.2618
S063_S037,S063,S037,12.993,22.38,6.07,21.59,30.39,33.47,normal,3.0724,0.2665
S037_S065,S037,S065,15.24,22.38,4.95,21.85,28.91,31.3,normal,3.0841,0.2186
S065_S037,S065,S037,15.24,22.75,4.86,22.24,29.16,31.48,normal,3.1021,0.2111
S037_S066,S037,S066,15.09,28.57,5.88,27.98,36.33,39.12,normal,3.3316,0.2036
S066_S037,S066,S037,15.09,26.78,5.59,26.21,34.15,36.81,normal,3.2663,0.2064
S037_S067,S037,S067,1.891,3.55,0.98,3.42,4.84,5.34,normal,1.2307,0.2706
S067_S037,S067,S037,1.891,3.28,1.03,3.13,4.63,5.18,normal,1.1426,0.305
S037_S068,S037,S068,9.188,12.14,3.03,11.78,16.14,17.65,light,2.4661,0.2459
S068_S037,S068,S037,9.188,13.05,2.96,12.73,16.96,18.4,light,2.5441,0.2238
S037_S070,S037,S070,7.299,10.46,1.89,10.29,12.95,13.82,light,2.3316,0.1791
S070_S037,S070,S037,7.299,10.9,1.95,10.73,13.47,14.36,light,2.3727,0.1775
S037_S071,S037,S071,10.165,18.83,4.68,18.27,25.0,27.32,normal,2.9052,0.2447
S071_S037,S071,S037,10.165,17.93,4.83,17.31,24.3,26.75,normal,2.8513,0.2646
S037_S072,S037,S072,3.985,7.52,1.52,7.37,9.53,10.24,normal,1.9972,0.2003
S072_S037,S072,S037,3.985,7.89,1.53,7.75,9.91,10.63,normal,2.0471,0.1926
S037_S073,S037,S073,11.208,30.08,9.11,28.79,42.09,46.87,normal,3.3601,0.2962
S073_S037,S073,S037,11.208,31.91,8.42,30.86,43.03,47.27,normal,3.4294,0.2593
S037_S075,S037,S075,14.367,27.81,8.91,26.48,39.54,44.29,normal,3.2763,0.3128
S075_S037,S075,S037,14.367,27.63,8.08,26.51,38.28,42.48,normal,3.2777,0.2865
S038_S039,S038,S039,13.221,23.94,7.71,22.79,34.09,38.21,normal,3.1263,0.3142
S039_S038,S039,S038,13.221,25.42,7.19,24.45,34.91,38.61,normal,3.1968,0.2776
S038_S041,S038,S041,9.902,26.2,5.57,25.63,33.55,36.22,heavy,3.2437,0.2102
S041_S038,S041,S038,9.902,26.15,5.13,25.66,32.92,35.32,heavy,3.2448,0.1944
S038_S042,S038,S042,14.22,24.03,6.78,23.13,32.98,36.46,normal,3.1412,0.2766
S042_S038,S042,S038,14.22,24.19,6.74,23.3,33.08,36.53,normal,3.1484,0.2734
S038_S043,S038,S043,3.98,6.11,1.11,6.01,7.56,8.07,light,1.793,0.1798
S043_S038,S043,S038,3.98,6.0,1.11,5.9,7.46,7.97,light,1.775,0.1827
S038_S044,S038,S044,8.788,12.73,3.48,12.28,17.33,19.1,normal,2.508,0.2685
S044_S038,S044,S038,8.788,13.27,3.33,12.88,17.67,19.33,normal,2.5553,0.2471
S038_S046,S038,S046,7.709,19.91,5.34,19.23,26.96,29.67,normal,2.9567,0.2635
S046_S038,S046,S038,7.709,20.99,5.18,20.37,27.83,30.39,normal,3.0143,0.2431
S038_S047,S038,S047,17.228,28.06,4.36,27.72,33.8,35.75,normal,3.3223,0.1545
S047_S038,S047,S038,17.228,27.35,4.01,27.06,32.62,34.39,normal,3.2979,0.1458
S038_S048,S038,S048,4.147,8.61,1.91,8.4,11.13,12.04,normal,2.1287,0.2188
S048_S038,S048,S038,4.147,8.0,1.81,7.8,10.39,11.26,normal,2.0541,0.2234
S038_S049,S038,S049,8.921,17.04,3.62,16.67,21.83,23.56,light,2.8138,0.2101
S049_S038,S049,S038,8.921,18.16,3.31,17.87,22.52,24.05,light,2.8831,0.1805
S038_S052,S038,S052,14.818,42.72,9.29,41.74,54.99,59.45,heavy,3.7315,0.215
S052_S038,S052,S038,14.818,42.98,8.43,42.17,54.1,58.06,heavy,3.7418,0.1943
S038_S053,S038,S053,7.768,17.9,4.2,17.42,23.44,25.5,heavy,2.8579,0.2314
S053_S038,S053,S038,7.768,17.23,4.36,16.7,22.99,25.16,heavy,2.8155,0.2492
S038_S054,S038,S054,5.712,13.7,4.76,12.95,19.95,22.55,heavy,2.5609,0.3373
S054_S038,S054,S038,5.712,13.86,4.59,13.16,19.89,22.36,heavy,2.5769,0.3225
S038_S056,S038,S056,6.579,16.48,4.08,16.0,21.87,23.9,normal,2.7723,0.244
S056_S038,S056,S038,6.579,16.05,4.08,15.55,21.44,23.48,normal,2.7441,0.2505
S038_S057,S038,S057,14.843,23.88,5.2,23.33,30.75,33.25,normal,3.1498,0.2154
S057_S038,S057,S038,14.843,23.11,5.69,22.44,30.63,33.45,normal,3.1109,0.2426
S038_S058,S038,S058,6.612,12.95,3.59,12.48,17.69,19.53,light,2.5243,0.272
S058_S038,S058,S038,6.612,13.66,3.61,13.2,18.43,20.26,light,2.5805,0.2602
S038_S059,S038,S059,14.277,30.87,4.92,30.49,37.36,39.57,normal,3.4173,0.1585
S059_S038,S059,S038,14.277,30.39,4.65,30.04,36.52,38.59,normal,3.4025,0.1523
S038_S062,S038,S062,13.981,22.76,3.83,22.44,27.81,29.55,normal,3.111,0.1672
S062_S038,S062,S038,13.981,21.28,3.71,20.97,26.17,27.87,normal,3.043,0.1729
S038_S063,S038,S063,2.05,7.11,2.21,6.79,10.02,11.18,heavy,1.9159,0.3031
S063_S038,S063,S038,2.05,7.03,2.14,6.73,9.85,10.97,heavy,1.9059,0.2976
S038_S064,S038,S064,10.176,25.94,8.17,24.75,36.7,41.03,normal,3.2087,0.3073
S064_S038,S064,S038,10.176,27.21,8.06,26.09,37.83,42.03,normal,3.2614,0.2899
S038_S066,S038,S066,10.92,19.98,3.8,19.62,24.98,26.75,normal,2.9768,0.1883
S066_S038,S066,S038,10.92,19.18,3.81,18.81,24.21,26.0,normal,2.9346,0.1966
S038_S067,S038,S067,16.767,38.33,9.95,37.1,51.47,56.47,heavy,3.6137,0.2553
S067_S038,S067,S038,16.767,39.11,9.98,37.9,52.3,57.29,heavy,3.635,0.2511
S038_S068,S038,S068,5.945,18.71,4.68,18.16,24.89,27.22,heavy,2.899,0.2461
S068_S038,S068,S038,5.945,18.02,4.8,17.41,24.36,26.8,heavy,2.8571,0.2621
S038_S069,S038,S069,10.58,16.63,5.33,15.83,23.64,26.48,normal,2.7621,0.3127
S069_S038,S069,S038,10.58,17.78,5.57,16.97,25.12,28.07,normal,2.8315,0.306
S038_S071,S038,S071,13.526,34.98,6.65,34.37,43.76,46.85,normal,3.5371,0.1884
S071_S038,S071,S038,13.526,33.01,6.19,32.45,41.17,44.05,normal,3.4796,0.1858
S038_S072,S038,S072,11.46,19.26,4.05,18.85,24.6,26.53,normal,2.9363,0.2078
S072_S038,S072,S038,11.46,18.98,4.34,18.5,24.71,26.82,normal,2.918,0.2256
S038_S073,S038,S073,6.006,12.09,3.35,11.66,16.51,18.22,heavy,2.4558,0.2717
S073_S038,S073,S038,6.006,11.64,3.2,11.23,15.87,17.51,heavy,2.4182,0.2703
S038_S074,S038,S074,12.59,40.45,11.62,38.88,55.79,61.79,heavy,3.6604,0.2817
S074_S038,S074,S038,12.59,39.84,10.73,38.47,54.0,59.44,heavy,3.6499,0.2645
S039_S040,S039,S040,14.949,34.71,6.91,34.05,43.84,47.09,normal,3.5277,0.1972
S040_S039,S040,S039,14.949,34.51,6.99,33.82,43.74,47.05,normal,3.5212,0.2006
S039_S043,S039,S043,13.574,35.79,10.0,34.47,48.99,54.11,heavy,3.54,0.2742
S043_S039,S043,S039,13.574,34.08,9.54,32.82,46.68,51.58,heavy,3.491,0.2748
S039_S044,S039,S044,5.76,15.3,4.71,14.63,21.51,24.0,normal,2.6828,0.301
S044_S039,S044,S039,5.76,15.69,4.41,15.11,21.51,23.77,normal,2.7153,0.2755
S039_S048,S039,S048,13.037,20.03,6.87,18.95,29.05,32.79,normal,2.9417,0.3333
S048_S039,S048,S039,13.037,20.94,6.26,20.06,29.18,32.45,normal,2.9987,0.2924
S039_S049,S039,S049,6.021,9.05,1.92,8.85,11.59,12.51,normal,2.1803,0.2104
S049_S039,S049,S039,6.021,9.58,2.08,9.36,12.32,13.32,normal,2.2365,0.2146
S039_S050,S039,S050,15.017,29.89,6.66,29.18,38.69,41.9,normal,3.3735,0.22
S050_S039,S050,S039,15.017,31.74,6.52,31.09,40.35,43.44,normal,3.4369,0.2033
S039_S054,S039,S054,7.761,12.0,3.82,11.44,17.04,19.07,normal,2.4368,0.3109
S054_S039,S054,S039,7.761,11.26,4.0,10.61,16.51,18.71,normal,2.3615,0.345
S039_S059,S039,S059,1.658,2.45,0.62,2.37,3.27,3.58,normal,0.8634,0.2504
S059_S039,S059,S039,1.658,2.45,0.57,2.38,3.2,3.48,normal,0.8676,0.2306
S039_S063,S039,S063,14.419,25.45,7.75,24.34,35.67,39.74,normal,3.1923,0.2979
S063_S039,S063,S039,14.419,24.75,7.88,23.58,35.13,39.33,normal,3.1606,0.3108
S039_S064,S039,S064,8.791,17.7,5.3,16.96,24.7,27.47,normal,2.8306,0.2933
S064_S039,S064,S039,8.791,18.93,5.01,18.3,25.54,28.07,normal,2.9071,0.2599
S039_S065,S039,S065,10.612,26.38,5.09,25.9,33.1,35.47,normal,3.2544,0.1911
S065_S039,S065,S039,10.612,26.12,4.84,25.69,32.5,34.74,normal,3.246,0.1836
S039_S068,S039,S068,14.332,25.45,6.31,24.7,33.79,36.92,normal,3.2068,0.2444
S068_S039,S068,S039,14.332,26.26,5.82,25.64,33.95,36.76,normal,3.2441,0.2191
S039_S069,S039,S069,3.459,6.31,1.54,6.13,8.35,9.11,normal,1.8124,0.2414
S069_S039,S069,S039,3.459,6.77,1.66,6.58,8.97,9.79,normal,1.8838,0.2418
S039_S070,S039,S070,14.452,21.29,4.74,20.78,27.54,29.83,normal,3.0338,0.2199
S070_S039,S070,S039,14.452,20.83,4.56,20.35,26.85,29.04,normal,3.0133,0.2161
S039_S074,S039,S074,1.818,2.66,0.88,2.52,3.81,4.29,light,0.9249,0.3225
S074_S039,S074,S039,1.818,2.8,0.91,2.66,4.0,4.48,light,0.9801,0.316
S039_S075,S039,S075,14.377,21.13,6.09,20.31,29.17,32.32,normal,3.011,0.2824
S075_S039,S075,S039,14.377,20.25,6.15,19.38,28.36,31.59,normal,2.9642,0.2971
S040_S042,S040,S042,2.561,5.45,1.86,5.16,7.9,8.91,normal,1.6406,0.3323
S042_S040,S042,S040,2.561,5.8,1.93,5.51,8.34,9.38,normal,1.7058,0.3242
S040_S044,S040,S044,10.345,18.98,3.74,18.62,23.92,25.68,normal,2.9244,0.1954
S044_S040,S044,S040,10.345,18.64,4.05,18.22,23.99,25.94,normal,2.9024,0.2148
S040_S045,S040,S045,6.199,12.46,4.3,11.77,18.11,20.46,normal,2.4657,0.3359
S045_S040,S045,S040,6.199,12.06,4.68,11.24,18.17,20.82,normal,2.4196,0.3746
S040_S047,S040,S047,8.892,14.37,3.01,14.06,18.34,19.77,normal,2.6435,0.2072
S047_S040,S047,S040,8.892,15.32,3.09,15.02,19.4,20.86,normal,2.7095,0.1996
S040_S049,S040,S049,9.91,20.28,6.15,19.4,28.38,31.61,heavy,2.9654,0.2967
S049_S040,S049,S040,9.91,21.22,5.87,20.45,28.97,31.97,heavy,3.0178,0.2717
S040_S050,S040,S050,8.559,29.37,8.98,28.09,41.21,45.94,heavy,3.3353,0.2991
S050_S040,S050,S040,8.559,29.24,8.83,27.99,40.87,45.5,heavy,3.3318,0.2954
S040_S052,S040,S052,13.182,27.5,8.07,26.39,38.15,42.34,heavy,3.273,0.2874
S052_S040,S052,S040,13.182,28.93,8.39,27.79,40.0,44.35,heavy,3.3245,0.2842
S040_S054,S040,S054,11.739,21.92,4.83,21.41,28.31,30.64,normal,3.0639,0.2178
S054_S040,S054,S040,11.739,22.73,4.88,22.22,29.17,31.51,normal,3.1011,0.2122
S040_S055,S040,S055,4.583,8.19,2.37,7.87,11.31,12.54,light,2.0629,0.2833
S055_S040,S055,S040,4.583,8.38,2.22,8.1,11.3,12.42,light,2.0915,0.2603
S040_S057,S040,S057,6.482,10.71,2.98,10.32,14.64,16.17,light,2.3338,0.2731
S057_S040,S057,S040,6.482,10.54,3.06,10.12,14.57,16.15,light,2.3147,0.2841
S040_S059,S040,S059,14.363,41.15,6.85,40.59,50.17,53.27,heavy,3.7035,0.1653
S059_S040,S059,S040,14.363,39.5,7.14,38.87,48.91,52.2,heavy,3.6602,0.1793
S040_S060,S040,S060,8.41,13.51,3.78,13.01,18.5,20.44,normal,2.5657,0.2746
S060_S040,S060,S040,8.41,14.26,3.92,13.75,19.44,21.44,normal,2.621,0.27
S040_S062,S040,S062,9.285,19.87,4.25,19.43,25.48,27.51,heavy,2.9667,0.2115
S062_S040,S062,S040,9.285,21.06,3.94,20.7,26.25,28.08,heavy,3.03,0.1854
S040_S064,S040,S064,6.49,15.29,4.11,14.77,20.71,22.79,normal,2.6923,0.2639
S064_S040,S064,S040,6.49,16.02,3.86,15.58,21.12,23.02,normal,2.7457,0.2375
S040_S065,S040,S065,6.428,17.19,3.2,16.9,21.42,22.9,heavy,2.8272,0.1848
S065_S040,S065,S040,6.428,18.41,3.45,18.1,22.97,24.57,heavy,2.8958,0.1858
S040_S067,S040,S067,9.922,22.47,7.63,21.28,32.5,36.65,normal,3.0578,0.3304
S067_S040,S067,S040,9.922,23.94,8.36,22.6,34.9,39.48,normal,3.1179,0.3391
S040_S069,S040,S069,11.917,37.18,10.79,35.7,51.41,57.0,heavy,3.5752,0.2844
S069_S040,S069,S040,11.917,34.5,11.05,32.85,49.04,54.93,heavy,3.4921,0.3124
S040_S070,S040,S070,4.482,7.91,1.42,7.78,9.78,10.44,normal,2.0519,0.1784
S070_S040,S070,S040,4.482,7.49,1.44,7.36,9.39,10.07,normal,1.9954,0.1907
S040_S072,S040,S072,10.071,27.12,6.92,26.27,36.26,39.72,normal,3.2686,0.2512
S072_S040,S072,S040,10.071,28.54,6.91,27.74,37.66,41.07,normal,3.3227,0.2387
S040_S074,S040,S074,13.14,29.76,5.67,29.24,37.25,39.89,normal,3.3754,0.1889
S074_S040,S074,S040,13.14,28.75,5.67,28.21,36.23,38.89,normal,3.3397,0.1952
S040_S075,S040,S075,5.742,14.0,4.5,13.33,19.93,22.33,normal,2.5902,0.3134
S075_S040,S075,S040,5.742,15.11,4.3,14.53,20.79,23.01,normal,2.6765,0.2792
S041_S042,S041,S042,11.878,20.05,4.69,19.53,26.24,28.53,normal,2.9717,0.2306
S042_S041,S042,S041,11.878,20.99,4.24,20.57,26.59,28.6,normal,3.024,0.2002
S041_S043,S041,S043,7.633,14.89,2.93,14.61,18.76,20.14,heavy,2.6816,0.1952
S043_S041,S043,S041,7.633,15.86,2.86,15.61,19.63,20.95,heavy,2.7478,0.1788
S041_S046,S041,S046,2.255,3.22,0.78,3.13,4.25,4.64,light,1.1419,0.2382
S046_S041,S046,S041,2.255,3.21,0.84,3.1,4.31,4.73,light,1.1324,0.2566
S041_S047,S041,S047,10.721,20.93,4.8,20.4,27.28,29.61,heavy,3.0155,0.2266
S047_S041,S047,S041,10.721,21.64,5.0,21.09,28.25,30.69,heavy,3.0487,0.2282
S041_S048,S041,S048,8.128,11.29,2.27,11.07,14.29,15.36,light,2.404,0.1993
S048_S041,S048,S041,8.128,11.39,2.07,11.21,14.12,15.07,light,2.4167,0.1801
S041_S051,S041,S051,10.585,15.64,3.82,15.19,20.68,22.57,normal,2.7206,0.2407
S051_S041,S051,S041,10.585,16.88,4.15,16.39,22.36,24.42,normal,2.7966,0.2425
S041_S052,S041,S052,5.535,6.83,1.84,6.59,9.26,10.19,light,1.8858,0.2649
S052_S041,S052,S041,5.535,6.29,1.84,6.03,8.72,9.68,light,1.7973,0.2871
S041_S053,S041,S053,2.231,4.52,1.56,4.27,6.57,7.42,normal,1.4522,0.3358
S053_S041,S053,S041,2.231,4.25,1.68,3.96,6.45,7.41,normal,1.3751,0.3816
S041_S056,S041,S056,4.64,12.2,2.27,11.99,15.19,16.24,normal,2.4843,0.1843
S056_S041,S056,S041,4.64,12.21,2.46,11.96,15.45,16.62,normal,2.4819,0.1997
S041_S057,S041,S057,9.698,14.71,2.59,14.49,18.13,19.32,normal,2.6732,0.175
S057_S041,S057,S041,9.698,15.21,2.56,14.99,18.58,19.74,normal,2.7077,0.1672
S041_S058,S041,S058,3.334,7.35,1.56,7.19,9.42,10.16,normal,1.973,0.2103
S058_S041,S058,S041,3.334,7.35,1.71,7.16,9.61,10.45,normal,1.9686,0.2298
S041_S061,S041,S061,12.417,26.97,5.99,26.33,34.89,37.78,normal,3.2708,0.2194
S061_S041,S061,S041,12.417,26.04,6.44,25.27,34.55,37.74,normal,3.2298,0.2438
S041_S062,S041,S062,6.93,12.14,3.67,11.62,16.97,18.9,normal,2.4525,0.2957
S062_S041,S062,S041,6.93,12.17,3.62,11.66,16.94,18.83,normal,2.4565,0.2913
S041_S063,S041,S063,7.887,25.25,7.51,24.2,35.15,39.07,heavy,3.1865,0.2911
S063_S041,S063,S041,7.887,26.32,6.98,25.43,35.54,39.07,heavy,3.2361,0.2609
S041_S066,S041,S066,7.054,14.63,4.12,14.08,20.06,22.18,heavy,2.6448,0.2761
S066_S041,S066,S041,7.054,13.58,3.83,13.07,18.63,20.6,heavy,2.5705,0.2765
S041_S067,S041,S067,9.53,21.5,3.38,21.24,25.94,27.46,normal,3.0557,0.1562
S067_S041,S067,S041,9.53,20.34,3.36,20.07,24.76,26.28,normal,2.9992,0.1639
S041_S068,S041,S068,6.913,23.02,7.58,21.87,32.99,37.06,heavy,3.0851,0.3206
S068_S041,S068,S041,6.913,21.33,7.36,20.17,31.0,35.01,heavy,3.004,0.3353
S041_S071,S041,S071,4.267,9.55,2.36,9.27,12.67,13.84,heavy,2.2271,0.2434
S071_S041,S071,S041,4.267,8.96,2.46,8.64,12.21,13.47,heavy,2.1563,0.27
S041_S072,S041,S072,4.264,10.25,2.25,10.01,13.23,14.31,normal,2.3037,0.2173
S072_S041,S072,S041,4.264,10.85,2.11,10.65,13.64,14.63,normal,2.366,0.1926
S041_S073,S041,S073,4.216,9.97,2.51,9.67,13.29,14.54,normal,2.2691,0.2479
S073_S041,S073,S041,4.216,10.07,2.59,9.76,13.5,14.8,normal,2.2778,0.2532
S042_S043,S042,S043,10.332,31.88,11.15,30.1,46.52,52.62,heavy,3.4045,0.3396
S043_S042,S043,S042,10.332,32.02,11.3,30.19,46.85,53.06,heavy,3.4075,0.3428
S042_S045,S042,S045,4.43,11.83,1.96,11.67,14.41,15.3,heavy,2.4573,0.1643
S045_S042,S045,S042,4.43,12.17,2.11,11.99,14.95,15.91,heavy,2.4839,0.172
S042_S046,S042,S046,11.272,30.03,8.6,28.87,41.37,45.81,normal,3.3629,0.2806
S046_S042,S046,S042,11.272,28.22,8.38,27.05,39.27,43.64,normal,3.2977,0.2907
S042_S047,S042,S047,6.381,9.43,1.62,9.3,11.56,12.3,normal,2.2298,0.17
S047_S042,S047,S042,6.381,8.91,1.48,8.79,10.86,11.53,normal,2.1737,0.1649
S042_S048,S042,S048,10.079,15.66,4.41,15.07,21.49,23.75,normal,2.7129,0.2765
S048_S042,S048,S042,10.079,15.98,4.21,15.45,21.54,23.67,normal,2.7379,0.2591
S042_S050,S042,S050,10.831,24.95,5.39,24.39,32.07,34.65,heavy,3.1942,0.2134
S050_S042,S050,S042,10.831,25.58,5.87,24.93,33.34,36.2,heavy,3.216,0.2267
S042_S052,S042,S052,10.782,22.7,6.73,21.76,31.57,35.08,normal,3.0803,0.2901
S052_S042,S052,S042,10.782,24.18,7.13,23.19,33.58,37.28,normal,3.1438,0.2886
S042_S053,S042,S053,11.158,27.23,8.79,25.91,38.79,43.49,normal,3.2548,0.3147
S053_S042,S053,S042,11.158,26.28,9.31,24.78,38.5,43.62,normal,3.2099,0.3438
S042_S055,S042,S055,2.983,6.55,1.7,6.34,8.8,9.65,heavy,1.8473,0.2552
S055_S042,S055,S042,2.983,6.13,1.62,5.92,8.26,9.08,heavy,1.7788,0.2595
S042_S056,S042,S056,14.454,32.36,9.84,30.96,45.33,50.5,normal,3.4326,0.2975
S056_S042,S056,S042,14.454,30.23,10.54,28.55,44.07,49.83,normal,3.3516,0.3386
S042_S057,S042,S057,3.922,9.32,2.85,8.91,13.07,14.57,normal,2.1872,0.2991
S057_S042,S057,S042,3.922,9.54,3.11,9.07,13.63,15.29,normal,2.2047,0.3178
S042_S058,S042,S058,12.26,29.33,6.15,28.7,37.45,40.38,normal,3.357,0.2075
S058_S042,S058,S042,12.26,30.43,6.67,29.73,39.24,42.45,normal,3.3921,0.2166
S042_S060,S042,S060,9.975,14.94,4.04,14.42,20.27,22.33,normal,2.6684,0.2659
S060_S042,S060,S042,9.975,15.33,4.31,14.76,21.02,23.23,normal,2.6918,0.2759
S042_S062,S042,S062,6.835,17.17,4.26,16.66,22.79,24.9,heavy,2.8131,0.2442
S062_S042,S062,S042,6.835,17.1,4.31,16.58,22.79,24.94,heavy,2.8084,0.2481
S042_S063,S042,S063,12.886,25.38,7.65,24.3,35.46,39.47,normal,3.1906,0.2948
S063_S042,S063,S042,12.886,25.84,7.55,24.81,35.8,39.72,normal,3.2112,0.2861
S042_S065,S042,S065,8.982,17.66,2.79,17.44,21.33,22.58,normal,2.8588,0.1571
S065_S042,S065,S042,8.982,18.99,2.89,18.78,22.8,24.08,normal,2.9327,0.1513
S042_S067,S042,S067,7.364,17.07,5.0,16.38,23.65,26.25,heavy,2.796,0.2867
S067_S042,S067,S042,7.364,17.14,5.14,16.42,23.92,26.61,heavy,2.7983,0.2936
S042_S068,S042,S068,8.504,18.32,4.46,17.79,24.21,26.41,light,2.8789,0.2401
S068_S042,S068,S042,8.504,19.51,4.44,19.02,25.38,27.53,light,2.9456,0.2248
S042_S070,S042,S070,3.998,9.61,1.69,9.46,11.83,12.6,normal,2.2472,0.1742
S070_S042,S070,S042,3.998,10.13,1.69,9.99,12.36,13.13,normal,2.3018,0.1661
S042_S071,S042,S071,15.274,44.33,7.07,43.78,53.64,56.82,heavy,3.7791,0.1585
S071_S042,S071,S042,15.274,47.29,7.09,46.77,56.62,59.77,heavy,3.8452,0.1491
S042_S072,S042,S072,7.98,20.07,4.67,19.54,26.23,28.51,heavy,2.9726,0.2295
S072_S042,S072,S042,7.98,20.58,4.73,20.06,26.83,29.13,heavy,2.9986,0.2269
S042_S073,S042,S073,13.157,39.37,7.91,38.6,49.82,53.55,heavy,3.6532,0.199
S073_S042,S073,S042,13.157,41.06,7.15,40.46,50.49,53.76,heavy,3.7002,0.1728
S042_S075,S042,S075,8.054,13.13,3.18,12.76,17.33,18.91,normal,2.5462,0.2391
S075_S042,S075,S042,8.054,13.85,2.9,13.56,17.67,19.05,normal,2.6068,0.2068
S043_S044,S043,S044,8.099,16.02,4.66,15.39,22.17,24.59,normal,2.7335,0.285
S044_S043,S044,S043,8.099,16.25,4.62,15.63,22.34,24.72,normal,2.7491,0.2788
S043_S046,S043,S046,5.424,9.19,2.53,8.86,12.53,13.82,normal,2.182,0.2698
S046_S043,S046,S043,5.424,8.96,2.74,8.57,12.57,14.01,normal,2.1481,0.2987
S043_S047,S043,S047,13.33,28.27,5.43,27.76,35.44,37.97,heavy,3.3235,0.1905
S047_S043,S047,S043,13.33,29.38,5.55,28.87,36.7,39.28,heavy,3.3629,0.1871
S043_S048,S043,S048,0.598,0.77,0.13,0.76,0.95,1.01,light,-0.2713,0.17
S048_S043,S048,S043,0.598,0.71,0.12,0.7,0.87,0.93,light,-0.3537,0.1705
S043_S049,S043,S049,8.028,25.57,6.27,24.83,33.85,36.96,heavy,3.212,0.2418
S049_S043,S049,S043,8.028,27.08,6.86,26.25,36.13,39.56,heavy,3.2675,0.2494
S043_S051,S043,S051,17.64,31.1,7.69,30.19,41.26,45.07,normal,3.4074,0.2437
S051_S043,S051,S043,17.64,32.65,7.87,31.74,43.05,46.93,normal,3.4577,0.2376
S043_S052,S043,S052,11.686,19.58,6.71,18.52,28.39,32.04,normal,2.9189,0.3332
S052_S043,S052,S043,11.686,19.25,6.44,18.25,27.72,31.2,normal,2.9044,0.3259
S043_S053,S043,S053,5.423,11.29,1.72,11.16,13.56,14.33,light,2.4122,0.1519
S053_S043,S053,S043,5.423,11.86,1.79,11.73,14.22,15.01,light,2.4618,0.1503
S043_S054,S043,S054,5.967,18.76,2.91,18.54,22.6,23.9,heavy,2.9198,0.1544
S054_S043,S054,S043,5.967,19.21,3.0,18.97,23.16,24.5,heavy,2.9431,0.1554
S043_S056,S043,S056,6.303,12.31,3.39,11.87,16.79,18.51,normal,2.4741,0.2702
S056_S043,S056,S043,6.303,11.5,3.57,10.98,16.2,18.09,normal,2.396,0.3035
S043_S057,S043,S057,10.883,35.31,8.28,34.38,46.24,50.29,heavy,3.5375,0.2312
S057_S043,S057,S043,10.883,33.43,7.7,32.57,43.6,47.35,heavy,3.4835,0.2274
S043_S058,S043,S058,5.0,11.23,3.85,10.63,16.29,18.39,heavy,2.3634,0.3333
S058_S043,S058,S043,5.0,10.37,3.81,9.73,15.36,17.48,heavy,2.2757,0.356
S043_S059,S043,S059,14.222,31.78,6.64,31.11,40.54,43.7,normal,3.4374,0.2067
S059_S043,S059,S043,14.222,29.49,5.99,28.9,37.4,40.22,normal,3.364,0.2009
S043_S062,S043,S062,10.257,17.78,5.2,17.07,24.64,27.35,normal,2.8371,0.2866
S062_S043,S062,S043,10.257,18.77,5.45,18.03,25.96,28.78,normal,2.892,0.2844
S043_S063,S043,S063,2.606,4.61,1.2,4.46,6.2,6.8,normal,1.4955,0.2566
S063_S043,S063,S043,2.606,4.27,1.18,4.12,5.82,6.43,normal,1.4147,0.271
S043_S064,S043,S064,7.873,19.76,5.83,18.96,27.45,30.48,heavy,2.9421,0.2888
S064_S043,S064,S043,7.873,18.92,5.32,18.21,25.93,28.66,heavy,2.902,0.2757
S043_S066,S043,S066,11.247,30.15,8.0,29.14,40.71,44.76,normal,3.3722,0.2608
S066_S043,S066,S043,11.247,28.05,8.63,26.81,39.41,43.96,normal,3.2886,0.3007
S043_S067,S043,S067,12.972,25.65,6.28,24.92,33.94,37.04,normal,3.2155,0.2411
S067_S043,S067,S043,12.972,26.16,6.46,25.39,34.69,37.89,normal,3.2345,0.2433
